codigo_siafi;processo_compra_siad;numero_empenho;data_empenho;razao_social_credor;cnpj_cpf_credor;categoria_economica_codigo;categoria_economica_descricao;grupo_despesa_codigo;grupo_despesa_descricao;codigo_elemento;elemento_despesa;modalidade_aplicacao_codigo;modalidade_aplicacao_descricao;codigo_item;item_despesa;codigo_fonte;fonte_recurso;valor_empenhado;valor_inscrito_rpp;valor_inscrito_rpnp;valor_liquidado_rp;valor_cancelado_rpp;valor_cancelado_rpnp;valor_restabelecido_rpp;valor_restabelecido_rpnp;valor_pago_rpp;valor_pago_rpnp
9317482;1511189 000049/2022;117;2022-06-22;ECS COMERCIO DE VEICULOS E EQUIPAMENTOS LTDA;08.206.867/0001-00;4;DESPESAS DE CAPITAL;4;INVESTIMENTOS;52;EQUIPAMENTOS E MATERIAL PERMANENTE;90;APLICACOES DIRETAS;17;VEICULOS;24;CONVENIOS, ACORDOS E AJUSTES PROVENIENTES DA UNIAO E SUAS ENTIDADES;0,0;515108,0;0,0;0,0;0,0;0,0;0;0,0;515108,0;0,0
9317482;1511189 000212/2024;84;2024-12-16;CARBEL PARIS VEICULOS LTDA;04.743.359/0001-00;4;DESPESAS DE CAPITAL;4;INVESTIMENTOS;52;EQUIPAMENTOS E MATERIAL PERMANENTE;90;APLICACOES DIRETAS;17;VEICULOS;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;0,0;0,0;266789,0;0,0;0,0;266789,0;0;0,0;0,0;0,0
9317482;1511189 000212/2024;85;2024-12-16;CARBEL PARIS VEICULOS LTDA;04.743.359/0001-00;4;DESPESAS DE CAPITAL;4;INVESTIMENTOS;52;EQUIPAMENTOS E MATERIAL PERMANENTE;90;APLICACOES DIRETAS;17;VEICULOS;2;CONVENIOS COM A UNIAO E SUAS ENTIDADES - EMENDAS DE BANCADA;0,0;0,0;3355705,98;0,0;0,0;3355705,98;0;0,0;0,0;0,0
9317482;1511189 000246/2025;74;2025-12-15;GENERAL MOTORS DO BRASIL LTDA;59.275.792/0001-50;4;DESPESAS DE CAPITAL;4;INVESTIMENTOS;52;EQUIPAMENTOS E MATERIAL PERMANENTE;90;APLICACOES DIRETAS;17;VEICULOS;2;CONVENIOS COM A UNIAO E SUAS ENTIDADES - EMENDAS DE BANCADA;3062588,76;0,0;3062588,76;3062588,76;0,0;0,0;0;0,0;0,0;3025837,71
9317482;1511189 000246/2025;75;2025-12-15;GENERAL MOTORS DO BRASIL LTDA;59.275.792/0001-50;4;DESPESAS DE CAPITAL;4;INVESTIMENTOS;52;EQUIPAMENTOS E MATERIAL PERMANENTE;90;APLICACOES DIRETAS;17;VEICULOS;2;CONVENIOS COM A UNIAO E SUAS ENTIDADES - EMENDAS DE BANCADA;73493,62;0,0;73493,62;73493,62;0,0;0,0;0;0,0;0,0;69410,65
9317482;1511189 000246/2025;76;2025-12-15;GENERAL MOTORS DO BRASIL LTDA;59.275.792/0001-50;4;DESPESAS DE CAPITAL;4;INVESTIMENTOS;52;EQUIPAMENTOS E MATERIAL PERMANENTE;90;APLICACOES DIRETAS;17;VEICULOS;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;266754,62;0,0;266754,62;266754,62;0,0;0,0;0;0,0;0,0;266754,62
9317493;1481264 000030/2022;212;2022-08-26;DELVA FABRICACAO DE PECAS EM METAIS LTDA;09.135.430/0001-95;4;DESPESAS DE CAPITAL;4;INVESTIMENTOS;52;EQUIPAMENTOS E MATERIAL PERMANENTE;90;APLICACOES DIRETAS;13;MATERIAL ESPORTIVO E RECREATIVO;97;TRANSFERENCIAS ESPECIAIS DE RECURSOS DA UNIAO;44361,8;0,0;44361,8;44361,8;0,0;0,0;0;0,0;0,0;44361,8
9317493;1481264 000030/2022;213;2022-08-26;DELVA FABRICACAO DE PECAS EM METAIS LTDA;09.135.430/0001-95;4;DESPESAS DE CAPITAL;4;INVESTIMENTOS;52;EQUIPAMENTOS E MATERIAL PERMANENTE;90;APLICACOES DIRETAS;12;MAQUINAS, APARELHOS, UTENSILIOS E EQUIPAMENTOS  USO ADMINISTRATIVO;97;TRANSFERENCIAS ESPECIAIS DE RECURSOS DA UNIAO;4564,43;0,0;4564,43;4564,43;0,0;0,0;0;0,0;0,0;4564,43
9317493;1481264 000030/2022;214;2022-08-26;ZIOBER BRASIL LTDA;08.374.053/0001-84;4;DESPESAS DE CAPITAL;4;INVESTIMENTOS;52;EQUIPAMENTOS E MATERIAL PERMANENTE;90;APLICACOES DIRETAS;13;MATERIAL ESPORTIVO E RECREATIVO;97;TRANSFERENCIAS ESPECIAIS DE RECURSOS DA UNIAO;0,0;0,0;71244,0;0,0;0,0;23748,0;0;0,0;0,0;0,0
9317493;1481264 000030/2022;215;2022-08-27;ZIOBER BRASIL LTDA;08.374.053/0001-84;4;DESPESAS DE CAPITAL;4;INVESTIMENTOS;52;EQUIPAMENTOS E MATERIAL PERMANENTE;90;APLICACOES DIRETAS;12;MAQUINAS, APARELHOS, UTENSILIOS E EQUIPAMENTOS  USO ADMINISTRATIVO;97;TRANSFERENCIAS ESPECIAIS DE RECURSOS DA UNIAO;0,0;0,0;7652,64;0,0;0,0;2550,88;0;0,0;0,0;0,0
9317586;1250084 000012/2022;58;2022-05-31;ISRAEL WEAPON INDUSTRIES (I.W.I) LTD;99.999.990/1104-40;4;DESPESAS DE CAPITAL;4;INVESTIMENTOS;52;EQUIPAMENTOS E MATERIAL PERMANENTE;90;APLICACOES DIRETAS;3;ARMAMENTO E EQUIPAMENTO DE USO POLICIAL;97;TRANSFERENCIAS ESPECIAIS DE RECURSOS DA UNIAO;0,0;3956,58;0,0;0,0;0,0;0,0;0;0,0;0,0;0,0
9318436;1250072 000090/2022;307;2022-12-30;HPE AUTOMOTORES DO BRASIL LTDA;54.305.743/0011-70;4;DESPESAS DE CAPITAL;4;INVESTIMENTOS;52;EQUIPAMENTOS E MATERIAL PERMANENTE;90;APLICACOES DIRETAS;17;VEICULOS;24;CONVENIOS, ACORDOS E AJUSTES PROVENIENTES DA UNIAO E SUAS ENTIDADES;13104000,0;0,0;13104000,0;13104000,0;0,0;0,0;0;0,0;0,0;12946752,0
9318436;1250072 000090/2022;308;2022-12-30;HPE AUTOMOTORES DO BRASIL LTDA;54.305.743/0011-70;4;DESPESAS DE CAPITAL;4;INVESTIMENTOS;52;EQUIPAMENTOS E MATERIAL PERMANENTE;90;APLICACOES DIRETAS;17;VEICULOS;10;RECURSOS ORDINARIOS;624000,0;0,0;624000,0;624000,0;0,0;0,0;0;0,0;0,0;616512,0
9318436;1250072 000090/2022;309;2022-12-30;HPE AUTOMOTORES DO BRASIL LTDA;54.305.743/0011-70;4;DESPESAS DE CAPITAL;4;INVESTIMENTOS;52;EQUIPAMENTOS E MATERIAL PERMANENTE;90;APLICACOES DIRETAS;17;VEICULOS;10;RECURSOS ORDINARIOS;218267,72;0,0;218267,72;218267,72;0,0;0,0;0;0,0;0,0;215648,51
9318436;1250072 000090/2022;311;2022-12-30;HPE AUTOMOTORES DO BRASIL LTDA;54.305.743/0011-70;4;DESPESAS DE CAPITAL;4;INVESTIMENTOS;52;EQUIPAMENTOS E MATERIAL PERMANENTE;90;APLICACOES DIRETAS;17;VEICULOS;24;CONVENIOS, ACORDOS E AJUSTES PROVENIENTES DA UNIAO E SUAS ENTIDADES;93721,59;0,0;93721,59;93721,59;0,0;0,0;0;0,0;0,0;92596,8
9318756;1511189 000082/2022;118;2023-06-30;GLOCK AMERICA S.A.;99.999.990/1090-00;4;DESPESAS DE CAPITAL;4;INVESTIMENTOS;52;EQUIPAMENTOS E MATERIAL PERMANENTE;90;APLICACOES DIRETAS;3;ARMAMENTO E EQUIPAMENTO DE USO POLICIAL;97;TRANSFERENCIAS ESPECIAIS DE RECURSOS DA UNIAO;0,0;31747,5;0,0;0,0;0,0;0,0;0;0,0;31747,5;0,0
9318756;1511189 000117/2022;396;2022-09-23;LIDER NOTEBOOKS COMERCIO E SERVICOS LTDA;12.477.490/0002-81;4;DESPESAS DE CAPITAL;4;INVESTIMENTOS;52;EQUIPAMENTOS E MATERIAL PERMANENTE;90;APLICACOES DIRETAS;7;EQUIPAMENTOS DE INFORMATICA;97;TRANSFERENCIAS ESPECIAIS DE RECURSOS DA UNIAO;0,0;21000,0;0,0;0,0;0,0;0,0;0;0,0;21000,0;0,0
9318756;1511189 000117/2022;574;2022-11-29;LIDER NOTEBOOKS COMERCIO E SERVICOS LTDA;12.477.490/0002-81;4;DESPESAS DE CAPITAL;4;INVESTIMENTOS;52;EQUIPAMENTOS E MATERIAL PERMANENTE;90;APLICACOES DIRETAS;7;EQUIPAMENTOS DE INFORMATICA;97;TRANSFERENCIAS ESPECIAIS DE RECURSOS DA UNIAO;42000,0;0,0;42000,0;42000,0;0,0;0,0;0;0,0;0,0;42000,0
9318756;1511189 000120/2022;504;2022-11-10;DISTRIBUIDORA PERES & ARAUJO LTDA - ME;21.641.059/0001-39;4;DESPESAS DE CAPITAL;4;INVESTIMENTOS;52;EQUIPAMENTOS E MATERIAL PERMANENTE;90;APLICACOES DIRETAS;6;EQUIPAMENTOS DE COMUNICACAO E TELEFONIA;97;TRANSFERENCIAS ESPECIAIS DE RECURSOS DA UNIAO;0,0;800,0;0,0;0,0;0,0;0,0;0;0,0;800,0;0,0
9318756;1511189 000209/2022;494;2022-11-04;ONE TOUCH 3D TECHNOLOGY EQUIPMENT LIMITADA;42.337.353/0001-21;4;DESPESAS DE CAPITAL;4;INVESTIMENTOS;52;EQUIPAMENTOS E MATERIAL PERMANENTE;90;APLICACOES DIRETAS;1;AERONAVES E COMPONENTES ESTRUTURAIS;97;TRANSFERENCIAS ESPECIAIS DE RECURSOS DA UNIAO;0,0;11990,0;0,0;0,0;0,0;0,0;0;0,0;11990,0;0,0
9318759;1511189 000092/2023;189;2023-09-19;3D PROJETOS E ASSESSORIA EM INFORMATICA LTDA;07.766.048/0002-35;4;DESPESAS DE CAPITAL;4;INVESTIMENTOS;52;EQUIPAMENTOS E MATERIAL PERMANENTE;90;APLICACOES DIRETAS;8;EQUIPAMENTOS DE SOM, VIDEO, FOTOGRAFICO E CINEMATOGRAFICO;97;TRANSFERENCIAS ESPECIAIS DE RECURSOS DA UNIAO;0,0;2400,07;0,0;0,0;0,0;0,0;0;0,0;2371,27;0,0
9318759;1511189 000190/2023;204;2023-10-09;TECNO 2000 INDUSTRIA E COMERCIO LTDA;21.306.287/0001-52;4;DESPESAS DE CAPITAL;4;INVESTIMENTOS;52;EQUIPAMENTOS E MATERIAL PERMANENTE;90;APLICACOES DIRETAS;14;MOBILIARIO;97;TRANSFERENCIAS ESPECIAIS DE RECURSOS DA UNIAO;6300,0;0,0;6300,0;6300,0;0,0;0,0;0;0,0;0,0;6224,4
9318759;1511189 000298/2022;661;2022-12-29;STRADA VEICULOS E PECAS LTDA;01.654.749/0001-15;4;DESPESAS DE CAPITAL;4;INVESTIMENTOS;52;EQUIPAMENTOS E MATERIAL PERMANENTE;90;APLICACOES DIRETAS;17;VEICULOS;97;TRANSFERENCIAS ESPECIAIS DE RECURSOS DA UNIAO;80000,0;0,0;80000,0;80000,0;0,0;0,0;0;0,0;0,0;80000,0
9319191;1451044 000289/2022;140;2023-12-20;STRADA VEICULOS E PECAS LTDA;01.654.749/0001-15;4;DESPESAS DE CAPITAL;4;INVESTIMENTOS;52;EQUIPAMENTOS E MATERIAL PERMANENTE;90;APLICACOES DIRETAS;17;VEICULOS;1;CONVENIOS COM A UNIAO E SUAS ENTIDADES - EMENDAS INDIVIDUAIS;86076,13;0,0;86076,13;86076,13;0,0;0,0;0;0,0;0,0;85043,22
9319191;1451044 000289/2022;142;2023-12-27;STRADA VEICULOS E PECAS LTDA;01.654.749/0001-15;4;DESPESAS DE CAPITAL;4;INVESTIMENTOS;52;EQUIPAMENTOS E MATERIAL PERMANENTE;90;APLICACOES DIRETAS;17;VEICULOS;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;2863,87;0,0;2863,87;2863,87;0,0;0,0;0;0,0;0,0;2829,5
9319439;1511189 000011/2022;283;2022-08-17;LOGGERAIS, INDUSTRIA, COMERCIO E DISTRIBUIDORA LTDA - ME;09.368.381/0001-30;4;DESPESAS DE CAPITAL;4;INVESTIMENTOS;52;EQUIPAMENTOS E MATERIAL PERMANENTE;90;APLICACOES DIRETAS;14;MOBILIARIO;24;CONVENIOS, ACORDOS E AJUSTES PROVENIENTES DA UNIAO E SUAS ENTIDADES;0,0;16560,0;0,0;0,0;0,0;0,0;0;0,0;16560,0;0,0
9319439;1511189 000011/2022;497;2022-11-09;ACHEI INDUSTRIA DE MOVEIS LTDA;08.221.047/0001-97;4;DESPESAS DE CAPITAL;4;INVESTIMENTOS;52;EQUIPAMENTOS E MATERIAL PERMANENTE;90;APLICACOES DIRETAS;14;MOBILIARIO;24;CONVENIOS, ACORDOS E AJUSTES PROVENIENTES DA UNIAO E SUAS ENTIDADES;42984,96;0,0;42984,96;42984,96;0,0;0,0;0;0,0;0,0;42984,96
9319439;1511189 000011/2022;499;2022-11-09;INB COMERCIO LTDA;43.029.546/0001-88;4;DESPESAS DE CAPITAL;4;INVESTIMENTOS;52;EQUIPAMENTOS E MATERIAL PERMANENTE;90;APLICACOES DIRETAS;8;EQUIPAMENTOS DE SOM, VIDEO, FOTOGRAFICO E CINEMATOGRAFICO;24;CONVENIOS, ACORDOS E AJUSTES PROVENIENTES DA UNIAO E SUAS ENTIDADES;22500,0;0,0;22500,0;22500,0;0,0;0,0;0;0,0;0,0;22500,0
9319439;1511189 000011/2022;505;2022-11-11;MADELIDER COMERCIAL EIRELI EPP;02.027.570/0001-09;4;DESPESAS DE CAPITAL;4;INVESTIMENTOS;52;EQUIPAMENTOS E MATERIAL PERMANENTE;90;APLICACOES DIRETAS;14;MOBILIARIO;24;CONVENIOS, ACORDOS E AJUSTES PROVENIENTES DA UNIAO E SUAS ENTIDADES;32022,0;0,0;32022,0;32022,0;0,0;0,0;0;0,0;0,0;32022,0
9319439;1511189 000072/2022;536;2022-11-21;METODO SYSTEM COMERCIO E SERVICOS LTDA;07.346.478/0001-17;4;DESPESAS DE CAPITAL;4;INVESTIMENTOS;52;EQUIPAMENTOS E MATERIAL PERMANENTE;90;APLICACOES DIRETAS;6;EQUIPAMENTOS DE COMUNICACAO E TELEFONIA;24;CONVENIOS, ACORDOS E AJUSTES PROVENIENTES DA UNIAO E SUAS ENTIDADES;1312,0;0,0;1312,0;1312,0;0,0;0,0;0;0,0;0,0;1312,0
9319439;1511189 000072/2022;537;2022-11-21;METODO SYSTEM COMERCIO E SERVICOS LTDA;07.346.478/0001-17;4;DESPESAS DE CAPITAL;4;INVESTIMENTOS;52;EQUIPAMENTOS E MATERIAL PERMANENTE;90;APLICACOES DIRETAS;6;EQUIPAMENTOS DE COMUNICACAO E TELEFONIA;24;CONVENIOS, ACORDOS E AJUSTES PROVENIENTES DA UNIAO E SUAS ENTIDADES;3936,0;0,0;3936,0;3936,0;0,0;0,0;0;0,0;0,0;3936,0
9319439;1511189 000072/2022;538;2022-11-21;METODO SYSTEM COMERCIO E SERVICOS LTDA;07.346.478/0001-17;4;DESPESAS DE CAPITAL;4;INVESTIMENTOS;52;EQUIPAMENTOS E MATERIAL PERMANENTE;90;APLICACOES DIRETAS;6;EQUIPAMENTOS DE COMUNICACAO E TELEFONIA;24;CONVENIOS, ACORDOS E AJUSTES PROVENIENTES DA UNIAO E SUAS ENTIDADES;1312,0;0,0;1312,0;1312,0;0,0;0,0;0;0,0;0,0;1312,0
9319439;1511189 000072/2022;539;2022-11-21;METODO SYSTEM COMERCIO E SERVICOS LTDA;07.346.478/0001-17;4;DESPESAS DE CAPITAL;4;INVESTIMENTOS;52;EQUIPAMENTOS E MATERIAL PERMANENTE;90;APLICACOES DIRETAS;6;EQUIPAMENTOS DE COMUNICACAO E TELEFONIA;24;CONVENIOS, ACORDOS E AJUSTES PROVENIENTES DA UNIAO E SUAS ENTIDADES;3936,0;0,0;3936,0;3936,0;0,0;0,0;0;0,0;0,0;3936,0
9319439;1511189 000072/2022;540;2022-11-21;METODO SYSTEM COMERCIO E SERVICOS LTDA;07.346.478/0001-17;4;DESPESAS DE CAPITAL;4;INVESTIMENTOS;52;EQUIPAMENTOS E MATERIAL PERMANENTE;90;APLICACOES DIRETAS;6;EQUIPAMENTOS DE COMUNICACAO E TELEFONIA;24;CONVENIOS, ACORDOS E AJUSTES PROVENIENTES DA UNIAO E SUAS ENTIDADES;2624,0;0,0;2624,0;2624,0;0,0;0,0;0;0,0;0,0;2624,0
9319439;1511189 000072/2022;541;2022-11-21;METODO SYSTEM COMERCIO E SERVICOS LTDA;07.346.478/0001-17;4;DESPESAS DE CAPITAL;4;INVESTIMENTOS;52;EQUIPAMENTOS E MATERIAL PERMANENTE;90;APLICACOES DIRETAS;6;EQUIPAMENTOS DE COMUNICACAO E TELEFONIA;24;CONVENIOS, ACORDOS E AJUSTES PROVENIENTES DA UNIAO E SUAS ENTIDADES;1312,0;0,0;1312,0;1312,0;0,0;0,0;0;0,0;0,0;1312,0
9319439;1511189 000072/2022;542;2022-11-21;METODO SYSTEM COMERCIO E SERVICOS LTDA;07.346.478/0001-17;4;DESPESAS DE CAPITAL;4;INVESTIMENTOS;52;EQUIPAMENTOS E MATERIAL PERMANENTE;90;APLICACOES DIRETAS;6;EQUIPAMENTOS DE COMUNICACAO E TELEFONIA;24;CONVENIOS, ACORDOS E AJUSTES PROVENIENTES DA UNIAO E SUAS ENTIDADES;1312,0;0,0;1312,0;1312,0;0,0;0,0;0;0,0;0,0;1312,0
9319439;1511189 000147/2022;672;2022-12-30;MARCELO LUIZ CLEMENTE BRANDAO -ME;07.820.223/0001-44;4;DESPESAS DE CAPITAL;4;INVESTIMENTOS;52;EQUIPAMENTOS E MATERIAL PERMANENTE;90;APLICACOES DIRETAS;8;EQUIPAMENTOS DE SOM, VIDEO, FOTOGRAFICO E CINEMATOGRAFICO;24;CONVENIOS, ACORDOS E AJUSTES PROVENIENTES DA UNIAO E SUAS ENTIDADES;1200,0;0,0;1200,0;1200,0;0,0;0,0;0;0,0;0,0;1200,0
9319439;1511189 000147/2022;673;2022-12-30;MARCELO LUIZ CLEMENTE BRANDAO -ME;07.820.223/0001-44;4;DESPESAS DE CAPITAL;4;INVESTIMENTOS;52;EQUIPAMENTOS E MATERIAL PERMANENTE;90;APLICACOES DIRETAS;8;EQUIPAMENTOS DE SOM, VIDEO, FOTOGRAFICO E CINEMATOGRAFICO;24;CONVENIOS, ACORDOS E AJUSTES PROVENIENTES DA UNIAO E SUAS ENTIDADES;400,0;0,0;400,0;400,0;0,0;0,0;0;0,0;0,0;400,0
9319439;1511189 000147/2022;674;2022-12-30;MARCELO LUIZ CLEMENTE BRANDAO -ME;07.820.223/0001-44;4;DESPESAS DE CAPITAL;4;INVESTIMENTOS;52;EQUIPAMENTOS E MATERIAL PERMANENTE;90;APLICACOES DIRETAS;8;EQUIPAMENTOS DE SOM, VIDEO, FOTOGRAFICO E CINEMATOGRAFICO;24;CONVENIOS, ACORDOS E AJUSTES PROVENIENTES DA UNIAO E SUAS ENTIDADES;400,0;0,0;400,0;400,0;0,0;0,0;0;0,0;0,0;400,0
9319439;1511189 000147/2022;675;2022-12-30;MARCELO LUIZ CLEMENTE BRANDAO -ME;07.820.223/0001-44;4;DESPESAS DE CAPITAL;4;INVESTIMENTOS;52;EQUIPAMENTOS E MATERIAL PERMANENTE;90;APLICACOES DIRETAS;8;EQUIPAMENTOS DE SOM, VIDEO, FOTOGRAFICO E CINEMATOGRAFICO;24;CONVENIOS, ACORDOS E AJUSTES PROVENIENTES DA UNIAO E SUAS ENTIDADES;1200,0;0,0;1200,0;1200,0;0,0;0,0;0;0,0;0,0;1200,0
9319439;1511189 000147/2022;676;2022-12-30;MARCELO LUIZ CLEMENTE BRANDAO -ME;07.820.223/0001-44;4;DESPESAS DE CAPITAL;4;INVESTIMENTOS;52;EQUIPAMENTOS E MATERIAL PERMANENTE;90;APLICACOES DIRETAS;8;EQUIPAMENTOS DE SOM, VIDEO, FOTOGRAFICO E CINEMATOGRAFICO;24;CONVENIOS, ACORDOS E AJUSTES PROVENIENTES DA UNIAO E SUAS ENTIDADES;800,0;0,0;800,0;800,0;0,0;0,0;0;0,0;0,0;800,0
9319439;1511189 000147/2022;677;2022-12-30;MARCELO LUIZ CLEMENTE BRANDAO -ME;07.820.223/0001-44;4;DESPESAS DE CAPITAL;4;INVESTIMENTOS;52;EQUIPAMENTOS E MATERIAL PERMANENTE;90;APLICACOES DIRETAS;8;EQUIPAMENTOS DE SOM, VIDEO, FOTOGRAFICO E CINEMATOGRAFICO;24;CONVENIOS, ACORDOS E AJUSTES PROVENIENTES DA UNIAO E SUAS ENTIDADES;400,0;0,0;400,0;400,0;0,0;0,0;0;0,0;0,0;400,0
9319439;1511189 000147/2022;678;2022-12-30;MARCELO LUIZ CLEMENTE BRANDAO -ME;07.820.223/0001-44;4;DESPESAS DE CAPITAL;4;INVESTIMENTOS;52;EQUIPAMENTOS E MATERIAL PERMANENTE;90;APLICACOES DIRETAS;8;EQUIPAMENTOS DE SOM, VIDEO, FOTOGRAFICO E CINEMATOGRAFICO;24;CONVENIOS, ACORDOS E AJUSTES PROVENIENTES DA UNIAO E SUAS ENTIDADES;400,0;0,0;400,0;400,0;0,0;0,0;0;0,0;0,0;400,0
9321263;1481264 000063/2024;155;2024-12-13;FOCO MONTAGENS LOCACOES E SERVICOS LTDA;32.010.868/0001-69;3;DESPESAS CORRENTES;3;OUTRAS DESPESAS CORRENTES;39;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;90;APLICACOES DIRETAS;55;EVENTOS DE COMUNICACAO INSTITUCIONAL;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;0,0;0,0;1900,0;0,0;0,0;1900,0;0;0,0;0,0;0,0
9326079;0000000 000000/0000;2102;2023-05-17;FUNDACAO SAO FRANCISCO XAVIER;19.878.404/0044-40;3;DESPESAS CORRENTES;3;OUTRAS DESPESAS CORRENTES;41;CONTRIBUICOES;50;TRANSFERENCIAS A INSTITUICOES PRIVADAS SEM FINS LUCRATIVOS;1;CONTRIBUICOES;62;TRANSFERENCIAS DA UNIAO VINCULADAS A SAUDE - BLOCO MANUTENCAO - EMENDAS INDIVIDUAIS;0,0;0,0;250000,0;0,0;0,0;250000,0;0;0,0;0,0;0,0
9326079;0000000 000000/0000;3037;2023-07-27;ASSOCIACAO DE PROTECAO A MATERNIDADE E INFANCIA DE MINDURI;20.420.857/0001-78;3;DESPESAS CORRENTES;3;OUTRAS DESPESAS CORRENTES;41;CONTRIBUICOES;50;TRANSFERENCIAS A INSTITUICOES PRIVADAS SEM FINS LUCRATIVOS;1;CONTRIBUICOES;62;TRANSFERENCIAS DA UNIAO VINCULADAS A SAUDE - BLOCO MANUTENCAO - EMENDAS INDIVIDUAIS;0,0;162000,0;0,0;0,0;0,0;0,0;0;0,0;0,0;0,0
9326080;0000000 000000/0000;2089;2023-05-17;APAE DE MIRABELA;04.466.596/0001-70;3;DESPESAS CORRENTES;3;OUTRAS DESPESAS CORRENTES;41;CONTRIBUICOES;50;TRANSFERENCIAS A INSTITUICOES PRIVADAS SEM FINS LUCRATIVOS;1;CONTRIBUICOES;62;TRANSFERENCIAS DA UNIAO VINCULADAS A SAUDE - BLOCO MANUTENCAO - EMENDAS INDIVIDUAIS;7890,0;15780,0;7890,0;7890,0;0,0;0,0;0;0,0;0,0;0,0
9340397;1511189 000167/2024;67;2024-10-21;GRUPO MULTILASER S.A.;59.717.553/0006-17;4;DESPESAS DE CAPITAL;4;INVESTIMENTOS;52;EQUIPAMENTOS E MATERIAL PERMANENTE;90;APLICACOES DIRETAS;7;EQUIPAMENTOS DE INFORMATICA;97;TRANSFERENCIAS ESPECIAIS DE RECURSOS DA UNIAO - RECURSOS RECEBIDOS ATE 2023;3390,0;0,0;3390,0;3390,0;0,0;0,0;0;0,0;0,0;3349,32
9340397;1511189 000167/2024;71;2024-10-21;LIDER NOTEBOOKS COMERCIO E SERVICOS LTDA;12.477.490/0002-81;4;DESPESAS DE CAPITAL;4;INVESTIMENTOS;52;EQUIPAMENTOS E MATERIAL PERMANENTE;90;APLICACOES DIRETAS;7;EQUIPAMENTOS DE INFORMATICA;97;TRANSFERENCIAS ESPECIAIS DE RECURSOS DA UNIAO - RECURSOS RECEBIDOS ATE 2023;27349,0;0,0;27349,0;27349,0;0,0;0,0;0;0,0;0,0;27020,81
9340397;1511189 000193/2023;267;2023-12-19;STELLANTIS AUTOMOVEIS BRASIL LTDA.;16.701.716/0001-56;4;DESPESAS DE CAPITAL;4;INVESTIMENTOS;52;EQUIPAMENTOS E MATERIAL PERMANENTE;90;APLICACOES DIRETAS;17;VEICULOS;97;TRANSFERENCIAS ESPECIAIS DE RECURSOS DA UNIAO;152000,0;0,0;152000,0;152000,0;0,0;0,0;0;0,0;0,0;150364,58
9340398;1511189 000193/2023;269;2023-12-19;RIO DOCE COMERCIO DE VEICULOS LTDA;13.426.763/0001-40;4;DESPESAS DE CAPITAL;4;INVESTIMENTOS;52;EQUIPAMENTOS E MATERIAL PERMANENTE;90;APLICACOES DIRETAS;17;VEICULOS;97;TRANSFERENCIAS ESPECIAIS DE RECURSOS DA UNIAO;95000,0;0,0;95000,0;95000,0;0,0;0,0;0;0,0;0,0;93860,0
9340452;2161001 000003/2023;168;2023-07-18;RAFISA SERVICOS E LOCACOES LTDA;34.730.933/0001-56;3;DESPESAS CORRENTES;3;OUTRAS DESPESAS CORRENTES;39;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;90;APLICACOES DIRETAS;22;REPAROS DE BENS IMOVEIS;1;CONVENIOS COM A UNIAO E SUAS ENTIDADES - EMENDAS INDIVIDUAIS;0,0;59840,0;0,0;0,0;0,0;0,0;0;0,0;59840,0;0,0
9340452;2161001 000003/2023;169;2023-07-18;RAFISA SERVICOS E LOCACOES LTDA;34.730.933/0001-56;3;DESPESAS CORRENTES;3;OUTRAS DESPESAS CORRENTES;39;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;90;APLICACOES DIRETAS;22;REPAROS DE BENS IMOVEIS;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;0,0;110,0;0,0;0,0;0,0;0,0;0;0,0;110,0;0,0
9341289;2201002 000014/2022;229;2024-06-06;LEGALIZA BRASIL GESTAO TERRITORIAL GEOTECNOLOGICA LTDA;34.372.346/0001-32;3;DESPESAS CORRENTES;3;OUTRAS DESPESAS CORRENTES;39;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;90;APLICACOES DIRETAS;99;OUTROS SERVICOS PESSOA JURIDICA;1;CONVENIOS COM A UNIAO E SUAS ENTIDADES - EMENDAS INDIVIDUAIS;140407,47;0,0;140407,47;140407,47;0,0;0,0;0;0,0;0,0;118223,09
9341289;2201002 000014/2022;230;2024-06-07;LEGALIZA BRASIL GESTAO TERRITORIAL GEOTECNOLOGICA LTDA;34.372.346/0001-32;3;DESPESAS CORRENTES;3;OUTRAS DESPESAS CORRENTES;39;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;90;APLICACOES DIRETAS;99;OUTROS SERVICOS PESSOA JURIDICA;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;3403,53;0,0;3403,53;3403,53;0,0;0,0;0;0,0;0,0;2865,77
